일시,자치구,승차총승객수,하차총승객수
20200101,강남구,195486,191443
20200101,강동구,69689,70369
20200101,강북구,41977,41002
20200101,강서구,116679,118011
20200101,관악구,61337,63849
20200101,광진구,82173,80906
20200101,구로구,96359,97825
20200101,금천구,26979,28114
20200101,노원구,94138,95409
20200101,도봉구,34225,34840
20200101,동대문구,49921,49847
20200101,동작구,103080,106339
20200101,마포구,188773,180446
20200101,서대문구,16459,16772
20200101,서초구,88745,84186
20200101,성동구,59285,60324
20200101,성북구,50466,49636
20200101,송파구,95012,95195
20200101,양천구,31513,32539
20200101,영등포구,114841,115093
20200101,용산구,73877,63036
20200101,은평구,78447,80003
20200101,종로구,137770,132234
20200101,중구,171046,165228
20200101,중랑구,36492,36951
20200102,강남구,661052,691409
20200102,강동구,169166,164765
20200102,강북구,86984,84618
20200102,강서구,261816,253401
20200102,관악구,130156,126547
20200102,광진구,146910,146654
20200102,구로구,230936,228669
20200102,금천구,100802,104112
20200102,노원구,211909,207910
20200102,도봉구,70630,69388
20200102,동대문구,109380,108389
20200102,동작구,225590,225084
20200102,마포구,335067,346697
20200102,서대문구,37489,36411
20200102,서초구,183961,182514
20200102,성동구,165565,168575
20200102,성북구,120256,113182
20200102,송파구,241263,239567
20200102,양천구,84217,84868
20200102,영등포구,311052,316854
20200102,용산구,113349,114631
20200102,은평구,183244,176290
20200102,종로구,285310,289699
20200102,중구,357942,364481
20200102,중랑구,80750,78576
20200103,강남구,709674,750341
20200103,강동구,178307,173245
20200103,강북구,91813,88029
20200103,강서구,276896,263635
20200103,관악구,138013,131518
20200103,광진구,157978,159931
20200103,구로구,240201,239690
20200103,금천구,102851,106475
20200103,노원구,224905,219232
20200103,도봉구,74976,73499
20200103,동대문구,117140,113901
20200103,동작구,245488,243304
20200103,마포구,364792,383976
20200103,서대문구,39698,38074
20200103,서초구,199563,202868
20200103,성동구,175073,177670
20200103,성북구,125823,115634
20200103,송파구,257748,254354
20200103,양천구,88347,88677
20200103,영등포구,334692,339579
20200103,용산구,124110,129481
20200103,은평구,191985,182490
20200103,종로구,309618,314868
20200103,중구,377203,383660
20200103,중랑구,85031,81901
20200104,강남구,439411,457896
20200104,강동구,125697,122013
20200104,강북구,71309,67703
20200104,강서구,189429,181281
20200104,관악구,105353,99542
20200104,광진구,135071,138437
20200104,구로구,181354,181398
20200104,금천구,43949,44432
20200104,노원구,166561,162326
20200104,도봉구,58083,57620
20200104,동대문구,90275,88151
20200104,동작구,190424,188300
20200104,마포구,298720,315235
20200104,서대문구,30625,29963
20200104,서초구,168590,169877
20200104,성동구,109241,109590
20200104,성북구,89540,80779
20200104,송파구,176508,173103
20200104,양천구,60268,59119
20200104,영등포구,201792,204727
20200104,용산구,101760,106857
20200104,은평구,133778,129246
20200104,종로구,251756,257872
20200104,중구,250888,251980
20200104,중랑구,63843,61253
20200105,강남구,270634,271295
20200105,강동구,91234,90771
20200105,강북구,55964,53779
20200105,강서구,140626,139665
20200105,관악구,77973,77281
20200105,광진구,100495,100504
20200105,구로구,136658,136391
20200105,금천구,32399,33352
20200105,노원구,123852,122040
20200105,도봉구,47398,47443
20200105,동대문구,67769,67106
20200105,동작구,135783,138508
20200105,마포구,219364,217180
20200105,서대문구,21921,21829
20200105,서초구,134728,133215
20200105,성동구,77700,78963
20200105,성북구,67941,63585
20200105,송파구,126288,128690
20200105,양천구,42108,42487
20200105,영등포구,150471,149836
20200105,용산구,81996,77107
20200105,은평구,98020,97684
20200105,종로구,167166,167328
20200105,중구,176299,178712
20200105,중랑구,47372,46955
20200106,강남구,685857,716041
20200106,강동구,172928,169430
20200106,강북구,89151,86811
20200106,강서구,270527,261521
20200106,관악구,131837,128091
20200106,광진구,148279,147393
20200106,구로구,236452,235263
20200106,금천구,104762,108034
20200106,노원구,216088,212459
20200106,도봉구,71574,70066
20200106,동대문구,111897,110542
20200106,동작구,235596,234369
20200106,마포구,329090,337886
20200106,서대문구,37932,36922
20200106,서초구,186994,186884
20200106,성동구,169312,171886
20200106,성북구,124623,118080
20200106,송파구,250624,249498
20200106,양천구,85912,87252
20200106,영등포구,322838,327359
20200106,용산구,111413,113729
20200106,은평구,186184,180044
20200106,종로구,287358,288857
20200106,중구,353933,359068
20200106,중랑구,82747,81105
20200107,강남구,683121,709648
20200107,강동구,170263,166818
20200107,강북구,86213,83940
20200107,강서구,262163,254100
20200107,관악구,130065,126165
20200107,광진구,146338,145486
20200107,구로구,228783,228214
20200107,금천구,102363,105949
20200107,노원구,210908,207582
20200107,도봉구,68297,67744
20200107,동대문구,105512,103669
20200107,동작구,231761,229528
20200107,마포구,321756,329901
20200107,서대문구,36968,36015
20200107,서초구,183007,184614
20200107,성동구,167732,169974
20200107,성북구,121468,115577
20200107,송파구,247360,244865
20200107,양천구,84797,86078
20200107,영등포구,318822,323051
20200107,용산구,109372,111425
20200107,은평구,180714,175054
20200107,종로구,281609,280912
20200107,중구,349649,352426
20200107,중랑구,80944,79622
20200108,강남구,695819,726059
20200108,강동구,177075,172844
20200108,강북구,90976,88213
20200108,강서구,274872,265699
20200108,관악구,135270,130019
20200108,광진구,154253,152747
20200108,구로구,237983,236738
20200108,금천구,104037,107663
20200108,노원구,221141,217155
20200108,도봉구,73364,72405
20200108,동대문구,115639,113478
20200108,동작구,242525,239688
20200108,마포구,338326,348181
20200108,서대문구,39266,37929
20200108,서초구,188352,190211
20200108,성동구,175049,177181
20200108,성북구,126142,118447
20200108,송파구,261149,258757
20200108,양천구,88271,88810
20200108,영등포구,329362,335187
20200108,용산구,116857,118408
20200108,은평구,189050,182428
20200108,종로구,299191,301463
20200108,중구,362794,368704
20200108,중랑구,83200,81616
20200109,강남구,704250,737178
20200109,강동구,179146,174304
20200109,강북구,92407,89442
20200109,강서구,277244,267003
20200109,관악구,137328,132454
20200109,광진구,156886,155345
20200109,구로구,241655,241187
20200109,금천구,104504,108314
20200109,노원구,222584,218256
20200109,도봉구,74926,73443
20200109,동대문구,117844,115705
20200109,동작구,246457,244177
20200109,마포구,345917,356628
20200109,서대문구,39778,38522
20200109,서초구,191533,194549
20200109,성동구,175729,178174
20200109,성북구,128312,120447
20200109,송파구,259858,256317
20200109,양천구,88458,89220
20200109,영등포구,331223,336982
20200109,용산구,118011,120993
20200109,은평구,192898,185823
20200109,종로구,307003,309111
20200109,중구,368398,375707
20200109,중랑구,84514,82851
20200110,강남구,730038,773926
20200110,강동구,183564,177908
20200110,강북구,95101,91181
20200110,강서구,286470,271948
20200110,관악구,143103,135923
20200110,광진구,163554,165786
20200110,구로구,247413,247473
20200110,금천구,106390,109504
20200110,노원구,228741,223158
20200110,도봉구,77511,75710
20200110,동대문구,121827,118210
20200110,동작구,262163,260092
20200110,마포구,363012,385151
20200110,서대문구,41284,39364
20200110,서초구,209296,213607
20200110,성동구,181285,182846
20200110,성북구,130793,120218
20200110,송파구,268116,264862
20200110,양천구,91017,91486
20200110,영등포구,346560,352043
20200110,용산구,129217,134925
20200110,은평구,196627,187667
20200110,종로구,316364,323686
20200110,중구,377525,385259
20200110,중랑구,87505,84494
20200111,강남구,472667,493988
20200111,강동구,134492,130968
20200111,강북구,74894,71137
20200111,강서구,201848,192322
20200111,관악구,112604,105891
20200111,광진구,135858,139077
20200111,구로구,184982,183688
20200111,금천구,46873,47472
20200111,노원구,173162,168777
20200111,도봉구,60630,60034
20200111,동대문구,99939,97527
20200111,동작구,208296,206360
20200111,마포구,321614,341782
20200111,서대문구,32529,32067
20200111,서초구,184175,185796
20200111,성동구,118839,119454
20200111,성북구,93021,84831
20200111,송파구,184515,180726
20200111,양천구,64615,63748
20200111,영등포구,221189,225199
20200111,용산구,110013,117663
20200111,은평구,141652,136557
20200111,종로구,280152,284181
20200111,중구,267536,271132
20200111,중랑구,67382,63794
20200112,강남구,283582,284013
20200112,강동구,95778,95009
20200112,강북구,57057,54839
20200112,강서구,144229,142713
20200112,관악구,82164,81629
20200112,광진구,103918,103816
20200112,구로구,130062,128624
20200112,금천구,34009,34841
20200112,노원구,128026,125884
20200112,도봉구,47730,47898
20200112,동대문구,70823,70330
20200112,동작구,143797,145818
20200112,마포구,235791,231815
20200112,서대문구,22536,22442
20200112,서초구,139137,142238
20200112,성동구,87099,87933
20200112,성북구,68482,64182
20200112,송파구,128617,130420
20200112,양천구,43857,44211
20200112,영등포구,156301,154694
20200112,용산구,86093,82385
20200112,은평구,100817,99805
20200112,종로구,180994,179140
20200112,중구,193713,194317
20200112,중랑구,48650,48116
20200113,강남구,691988,723280
20200113,강동구,175686,171915
20200113,강북구,90080,87392
20200113,강서구,272896,264307
20200113,관악구,134036,129261
20200113,광진구,149466,148137
20200113,구로구,236682,235602
20200113,금천구,104878,108425
20200113,노원구,218005,213703
20200113,도봉구,73369,72177
20200113,동대문구,114995,113377
20200113,동작구,238302,237459
20200113,마포구,334995,342188
20200113,서대문구,38908,37534
20200113,서초구,187464,188737
20200113,성동구,169323,171196
20200113,성북구,123988,117324
20200113,송파구,252095,250288
20200113,양천구,86882,87832
20200113,영등포구,327026,332724
20200113,용산구,113345,116344
20200113,은평구,188257,181069
20200113,종로구,295051,296379
20200113,중구,361405,366090
20200113,중랑구,83987,82002
20200114,강남구,704972,735503
20200114,강동구,177397,173187
20200114,강북구,91341,88698
20200114,강서구,275955,266823
20200114,관악구,136494,131995
20200114,광진구,154029,152206
20200114,구로구,238337,236856
20200114,금천구,105012,109028
20200114,노원구,221570,217118
20200114,도봉구,74671,73632
20200114,동대문구,115754,114490
20200114,동작구,242819,240564
20200114,마포구,343883,353105
20200114,서대문구,39795,38531
20200114,서초구,190620,192895
20200114,성동구,174182,176766
20200114,성북구,126474,118828
20200114,송파구,256775,253592
20200114,양천구,88130,88492
20200114,영등포구,331553,336709
20200114,용산구,113627,116002
20200114,은평구,189282,182939
20200114,종로구,303438,304757
20200114,중구,369199,375520
20200114,중랑구,83779,81910
20200115,강남구,707468,738336
20200115,강동구,179084,174772
20200115,강북구,92067,89630
20200115,강서구,278978,269018
20200115,관악구,137657,132810
20200115,광진구,156329,155122
20200115,구로구,241553,241242
20200115,금천구,105246,109206
20200115,노원구,224598,220322
20200115,도봉구,75006,74134
20200115,동대문구,118348,116604
20200115,동작구,245449,243398
20200115,마포구,347963,358265
20200115,서대문구,39825,38746
20200115,서초구,192237,194681
20200115,성동구,176941,178785
20200115,성북구,127231,120016
20200115,송파구,261466,258885
20200115,양천구,88533,89658
20200115,영등포구,333161,338787
20200115,용산구,115661,118189
20200115,은평구,191596,184736
20200115,종로구,308573,309414
20200115,중구,371483,378310
20200115,중랑구,85016,82684
20200116,강남구,713400,747515
20200116,강동구,178891,174677
20200116,강북구,92312,89602
20200116,강서구,279859,268635
20200116,관악구,138620,132745
20200116,광진구,155783,153835
20200116,구로구,241364,240675
20200116,금천구,104896,109222
20200116,노원구,221653,216453
20200116,도봉구,74858,73954
20200116,동대문구,118437,116745
20200116,동작구,247468,245456
20200116,마포구,352309,363272
20200116,서대문구,39526,38097
20200116,서초구,193831,195876
20200116,성동구,175526,178433
20200116,성북구,127751,119465
20200116,송파구,259221,256564
20200116,양천구,89697,89920
20200116,영등포구,333793,340004
20200116,용산구,118292,120745
20200116,은평구,192212,185270
20200116,종로구,307769,310215
20200116,중구,375042,383167
20200116,중랑구,84895,82883
20200117,강남구,740696,785439
20200117,강동구,184395,178186
20200117,강북구,94931,91989
20200117,강서구,287614,272234
20200117,관악구,142662,135632
20200117,광진구,162318,162995
20200117,구로구,247453,247467
20200117,금천구,106665,109965
20200117,노원구,228799,222934
20200117,도봉구,77387,75883
20200117,동대문구,122249,119977
20200117,동작구,261121,258292
20200117,마포구,370114,393442
20200117,서대문구,41190,39186
20200117,서초구,211830,213963
20200117,성동구,180634,183674
20200117,성북구,130116,119409
20200117,송파구,273490,270554
20200117,양천구,91198,91879
20200117,영등포구,345476,351540
20200117,용산구,128357,134672
20200117,은평구,196641,187210
20200117,종로구,319252,325109
20200117,중구,379748,389629
20200117,중랑구,87397,83938
20200118,강남구,472671,495627
20200118,강동구,130878,127216
20200118,강북구,74984,70914
20200118,강서구,199642,190217
20200118,관악구,111229,104576
20200118,광진구,135770,138115
20200118,구로구,190400,192126
20200118,금천구,48203,49201
20200118,노원구,173681,169206
20200118,도봉구,60830,60241
20200118,동대문구,99870,97378
20200118,동작구,204772,203045
20200118,마포구,321697,340061
20200118,서대문구,32593,32025
20200118,서초구,180852,182208
20200118,성동구,120245,121642
20200118,성북구,94167,85215
20200118,송파구,197325,193686
20200118,양천구,63823,62773
20200118,영등포구,215746,218180
20200118,용산구,107520,114769
20200118,은평구,141582,136248
20200118,종로구,275595,280191
20200118,중구,263194,266070
20200118,중랑구,66654,63602
20200119,강남구,279074,280235
20200119,강동구,94684,93635
20200119,강북구,55994,52932
20200119,강서구,143540,141635
20200119,관악구,81964,79875
20200119,광진구,101392,100691
20200119,구로구,136634,136995
20200119,금천구,33357,34395
20200119,노원구,125722,123337
20200119,도봉구,46646,46825
20200119,동대문구,71506,70325
20200119,동작구,140919,142617
20200119,마포구,232603,228491
20200119,서대문구,22548,22593
20200119,서초구,133121,138509
20200119,성동구,80888,81424
20200119,성북구,68104,63187
20200119,송파구,135623,136066
20200119,양천구,42854,43132
20200119,영등포구,154105,152287
20200119,용산구,83593,79618
20200119,은평구,99611,98166
20200119,종로구,168218,167549
20200119,중구,183078,182819
20200119,중랑구,47931,47211
20200120,강남구,700916,733126
20200120,강동구,177199,172375
20200120,강북구,92551,89636
20200120,강서구,277923,267014
20200120,관악구,136607,131719
20200120,광진구,151256,149672
20200120,구로구,240065,238258
20200120,금천구,106306,109864
20200120,노원구,221552,216291
20200120,도봉구,75047,73681
20200120,동대문구,118798,117385
20200120,동작구,240048,239109
20200120,마포구,340886,348152
20200120,서대문구,39187,37782
20200120,서초구,192175,194168
20200120,성동구,172842,175373
20200120,성북구,125628,117666
20200120,송파구,257106,255358
20200120,양천구,88454,89022
20200120,영등포구,330169,336366
20200120,용산구,112049,115768
20200120,은평구,190233,182755
20200120,종로구,299787,300772
20200120,중구,361895,369031
20200120,중랑구,84695,82837
20200121,강남구,710323,741293
20200121,강동구,178639,173994
20200121,강북구,92117,89543
20200121,강서구,278737,266834
20200121,관악구,136457,131195
20200121,광진구,153157,151724
20200121,구로구,239887,239462
20200121,금천구,105242,109390
20200121,노원구,221516,215874
20200121,도봉구,74660,73962
20200121,동대문구,122431,120376
20200121,동작구,242976,240221
20200121,마포구,342742,350700
20200121,서대문구,39732,38544
20200121,서초구,194797,201423
20200121,성동구,175692,177501
20200121,성북구,125496,117253
20200121,송파구,260437,257933
20200121,양천구,88869,89317
20200121,영등포구,332321,339123
20200121,용산구,113896,118013
20200121,은평구,192436,186479
20200121,종로구,301499,301853
20200121,중구,364661,369763
20200121,중랑구,84906,82597
20200122,강남구,700752,732257
20200122,강동구,178826,172939
20200122,강북구,92925,89376
20200122,강서구,280115,268437
20200122,관악구,138677,129955
20200122,광진구,155971,154258
20200122,구로구,243268,241340
20200122,금천구,105792,108865
20200122,노원구,222498,216106
20200122,도봉구,75314,74287
20200122,동대문구,119492,115750
20200122,동작구,243797,238504
20200122,마포구,344842,352169
20200122,서대문구,40344,38184
20200122,서초구,189099,208552
20200122,성동구,174869,176032
20200122,성북구,125463,115752
20200122,송파구,262547,256939
20200122,양천구,89061,89493
20200122,영등포구,331161,337512
20200122,용산구,114217,123403
20200122,은평구,192435,183911
20200122,종로구,297761,297195
20200122,중구,356555,361013
20200122,중랑구,84780,82937
20200123,강남구,639625,666918
20200123,강동구,169608,162168
20200123,강북구,88343,82611
20200123,강서구,269303,250341
20200123,관악구,135444,117586
20200123,광진구,148969,143662
20200123,구로구,231806,225908
20200123,금천구,96924,97693
20200123,노원구,213744,206164
20200123,도봉구,71828,70867
20200123,동대문구,111441,103979
20200123,동작구,232831,218995
20200123,마포구,326469,332570
20200123,서대문구,38095,35099
20200123,서초구,179884,242147
20200123,성동구,163007,159755
20200123,성북구,119281,105993
20200123,송파구,238936,231616
20200123,양천구,84108,83658
20200123,영등포구,311981,309441
20200123,용산구,111976,129057
20200123,은평구,183235,170697
20200123,종로구,267715,267484
20200123,중구,322212,324164
20200123,중랑구,81595,77352
20200124,강남구,179004,176941
20200124,강동구,66260,63871
20200124,강북구,41262,36788
20200124,강서구,117569,106760
20200124,관악구,62752,46374
20200124,광진구,68937,61975
20200124,구로구,92781,86678
20200124,금천구,28297,26465
20200124,노원구,93396,88376
20200124,도봉구,33725,33676
20200124,동대문구,51062,44305
20200124,동작구,106411,91818
20200124,마포구,155734,148233
20200124,서대문구,17299,15421
20200124,서초구,75508,126753
20200124,성동구,56406,51800
20200124,성북구,51171,43713
20200124,송파구,86998,78053
20200124,양천구,32739,30383
20200124,영등포구,102054,98771
20200124,용산구,65092,79872
20200124,은평구,79277,72682
20200124,종로구,116936,116571
20200124,중구,122619,121953
20200124,중랑구,38303,35143
20200125,강남구,113878,118237
20200125,강동구,51430,51883
20200125,강북구,39381,37398
20200125,강서구,96270,94868
20200125,관악구,44194,45208
20200125,광진구,56316,57290
20200125,구로구,79445,79909
20200125,금천구,23534,24655
20200125,노원구,86902,85422
20200125,도봉구,31876,31407
20200125,동대문구,38108,37078
20200125,동작구,80682,81960
20200125,마포구,115078,124115
20200125,서대문구,15238,15085
20200125,서초구,75878,63678
20200125,성동구,43350,45006
20200125,성북구,47837,44666
20200125,송파구,62985,64270
20200125,양천구,25050,25674
20200125,영등포구,86869,87252
20200125,용산구,64431,66279
20200125,은평구,69138,68117
20200125,종로구,103223,105370
20200125,중구,121582,123871
20200125,중랑구,34919,34673
20200126,강남구,172840,182616
20200126,강동구,71372,72388
20200126,강북구,45805,44925
20200126,강서구,117496,119319
20200126,관악구,56467,63475
20200126,광진구,76259,84074
20200126,구로구,100025,102822
20200126,금천구,28583,31107
20200126,노원구,105789,107025
20200126,도봉구,39711,39300
20200126,동대문구,48048,49929
20200126,동작구,102769,111046
20200126,마포구,165198,182621
20200126,서대문구,18247,18706
20200126,서초구,131327,91451
20200126,성동구,59417,62708
20200126,성북구,53506,51371
20200126,송파구,91799,95575
20200126,양천구,33041,33561
20200126,영등포구,119677,122300
20200126,용산구,79985,71422
20200126,은평구,84489,85952
20200126,종로구,146034,147944
20200126,중구,159980,160541
20200126,중랑구,39877,40312
20200127,강남구,221245,225901
20200127,강동구,77713,78516
20200127,강북구,45990,45580
20200127,강서구,125608,126588
20200127,관악구,62079,69186
20200127,광진구,79716,85762
20200127,구로구,103859,106532
20200127,금천구,29085,31252
20200127,노원구,107482,108797
20200127,도봉구,38915,38732
20200127,동대문구,51376,54954
20200127,동작구,110851,119664
20200127,마포구,178657,188367
20200127,서대문구,18259,18876
20200127,서초구,133688,95161
20200127,성동구,62887,66833
20200127,성북구,54785,53727
20200127,송파구,100333,106307
20200127,양천구,37363,38261
20200127,영등포구,124999,129887
20200127,용산구,77406,64728
20200127,은평구,85545,87572
20200127,종로구,136348,136992
20200127,중구,142065,141385
20200127,중랑구,40376,40640
20200128,강남구,607147,633032
20200128,강동구,158765,156182
20200128,강북구,82264,80948
20200128,강서구,246339,239805
20200128,관악구,122673,121093
20200128,광진구,133387,134243
20200128,구로구,216574,215487
20200128,금천구,94940,98290
20200128,노원구,201951,199601
20200128,도봉구,67672,66312
20200128,동대문구,98076,98512
20200128,동작구,210352,211713
20200128,마포구,301383,313538
20200128,서대문구,35137,34541
20200128,서초구,174461,161747
20200128,성동구,154675,158471
20200128,성북구,111847,106772
20200128,송파구,224045,224229
20200128,양천구,79576,80463
20200128,영등포구,295109,301014
20200128,용산구,107286,103707
20200128,은평구,172813,167952
20200128,종로구,253132,259020
20200128,중구,309637,317448
20200128,중랑구,77393,76015
20200129,강남구,648325,679148
20200129,강동구,168547,164667
20200129,강북구,88091,86222
20200129,강서구,261290,251012
20200129,관악구,130080,125604
20200129,광진구,141301,140093
20200129,구로구,227878,227586
20200129,금천구,101292,105133
20200129,노원구,212147,209060
20200129,도봉구,71018,69963
20200129,동대문구,104858,103587
20200129,동작구,224557,223275
20200129,마포구,315542,325863
20200129,서대문구,37283,36076
20200129,서초구,172508,171548
20200129,성동구,165852,168481
20200129,성북구,118212,111598
20200129,송파구,241313,239860
20200129,양천구,83358,84123
20200129,영등포구,312404,317372
20200129,용산구,107187,107770
20200129,은평구,182687,176308
20200129,종로구,278211,281173
20200129,중구,337528,344021
20200129,중랑구,81003,79416
20200130,강남구,654025,686815
20200130,강동구,168710,164095
20200130,강북구,88141,85249
20200130,강서구,261101,248992
20200130,관악구,130468,125500
20200130,광진구,141426,139930
20200130,구로구,236137,237186
20200130,금천구,101416,105683
20200130,노원구,211943,207841
20200130,도봉구,71434,70282
20200130,동대문구,106256,104339
20200130,동작구,226550,224512
20200130,마포구,319412,329440
20200130,서대문구,37190,36170
20200130,서초구,171929,173501
20200130,성동구,165777,169032
20200130,성북구,119413,112922
20200130,송파구,242057,240626
20200130,양천구,83862,84600
20200130,영등포구,314973,320210
20200130,용산구,107076,108564
20200130,은평구,184088,177320
20200130,종로구,276842,279600
20200130,중구,335789,343596
20200130,중랑구,81044,78992
20200131,강남구,662174,700714
20200131,강동구,170826,165526
20200131,강북구,88738,85816
20200131,강서구,262813,249370
20200131,관악구,133182,127356
20200131,광진구,143602,143305
20200131,구로구,229450,228577
20200131,금천구,101311,105008
20200131,노원구,213554,208245
20200131,도봉구,71508,70454
20200131,동대문구,106761,104211
20200131,동작구,233614,230936
20200131,마포구,325539,344121
20200131,서대문구,37350,35884
20200131,서초구,176579,180205
20200131,성동구,167560,170426
20200131,성북구,118162,109702
20200131,송파구,244768,242202
20200131,양천구,84516,85095
20200131,영등포구,317880,324140
20200131,용산구,114587,118453
20200131,은평구,184873,176217
20200131,종로구,276777,280343
20200131,중구,335950,344255
20200131,중랑구,80723,77935
20200201,강남구,359072,373328
20200201,강동구,107166,105447
20200201,강북구,60204,57931
20200201,강서구,160792,154017
20200201,관악구,93576,88456
20200201,광진구,108411,108864
20200201,구로구,144101,144220
20200201,금천구,36889,37381
20200201,노원구,142146,139539
20200201,도봉구,50241,49950
20200201,동대문구,74753,72825
20200201,동작구,163720,162215
20200201,마포구,247409,260858
20200201,서대문구,25710,25296
20200201,서초구,128233,130490
20200201,성동구,95960,97387
20200201,성북구,74281,68248
20200201,송파구,146167,142847
20200201,양천구,51721,51307
20200201,영등포구,167777,170260
20200201,용산구,77620,81832
20200201,은평구,115962,112325
20200201,종로구,186391,190328
20200201,중구,186174,186427
20200201,중랑구,55575,53597
20200202,강남구,217006,218389
20200202,강동구,77680,77338
20200202,강북구,46201,44154
20200202,강서구,115581,113399
20200202,관악구,68362,66556
20200202,광진구,79019,78230
20200202,구로구,100388,99904
20200202,금천구,24033,24958
20200202,노원구,104813,103453
20200202,도봉구,39820,40019
20200202,동대문구,56538,55314
20200202,동작구,113578,114636
20200202,마포구,181130,179086
20200202,서대문구,17889,17885
20200202,서초구,96625,98989
20200202,성동구,65116,66992
20200202,성북구,54888,51727
20200202,송파구,102691,104839
20200202,양천구,35176,35523
20200202,영등포구,120742,119941
20200202,용산구,62012,59360
20200202,은평구,83417,82890
20200202,종로구,120736,121258
20200202,중구,131538,132389
20200202,중랑구,39809,39662
20200203,강남구,619350,648041
20200203,강동구,160850,157102
20200203,강북구,82488,80375
20200203,강서구,246181,237943
20200203,관악구,124279,120122
20200203,광진구,133519,131632
20200203,구로구,214637,213327
20200203,금천구,97988,102126
20200203,노원구,200011,196429
20200203,도봉구,66879,65909
20200203,동대문구,100678,98911
20200203,동작구,210279,208745
20200203,마포구,294200,301602
20200203,서대문구,35259,34246
20200203,서초구,155226,156367
20200203,성동구,157215,159449
20200203,성북구,111048,104967
20200203,송파구,228843,227118
20200203,양천구,79203,79950
20200203,영등포구,295368,301037
20200203,용산구,98593,100947
20200203,은평구,172982,166633
20200203,종로구,250059,251774
20200203,중구,314206,320478
20200203,중랑구,77410,75993
20200204,강남구,632333,658069
20200204,강동구,161205,157821
20200204,강북구,84338,82453
20200204,강서구,248353,240112
20200204,관악구,126080,122287
20200204,광진구,135396,133779
20200204,구로구,215288,215054
20200204,금천구,98245,101670
20200204,노원구,200711,197629
20200204,도봉구,67277,66729
20200204,동대문구,100768,99071
20200204,동작구,213405,211017
20200204,마포구,301669,308925
20200204,서대문구,36330,35421
20200204,서초구,156283,158338
20200204,성동구,161156,164012
20200204,성북구,112732,107325
20200204,송파구,230928,229490
20200204,양천구,79614,80444
20200204,영등포구,299475,303462
20200204,용산구,98274,100026
20200204,은평구,176143,170450
20200204,종로구,256876,256234
20200204,중구,320612,324081
20200204,중랑구,77345,76096
20200205,강남구,621470,648965
20200205,강동구,156817,152995
20200205,강북구,81296,79202
20200205,강서구,241768,233800
20200205,관악구,123544,118950
20200205,광진구,130684,129218
20200205,구로구,208965,209255
20200205,금천구,95839,99568
20200205,노원구,193195,190040
20200205,도봉구,63152,62497
20200205,동대문구,97426,95160
20200205,동작구,209338,206405
20200205,마포구,296687,304683
20200205,서대문구,34252,33469
20200205,서초구,153622,156225
20200205,성동구,157725,160167
20200205,성북구,109413,104074
20200205,송파구,227331,224945
20200205,양천구,77974,78567
20200205,영등포구,291180,296080
20200205,용산구,96494,98362
20200205,은평구,170381,164454
20200205,종로구,248465,248061
20200205,중구,315546,319222
20200205,중랑구,74772,73644
20200206,강남구,612097,641673
20200206,강동구,154319,150570
20200206,강북구,79725,77536
20200206,강서구,240577,231432
20200206,관악구,122642,117871
20200206,광진구,129302,127324
20200206,구로구,208612,207671
20200206,금천구,95199,98703
20200206,노원구,190610,186999
20200206,도봉구,63098,62212
20200206,동대문구,97046,94620
20200206,동작구,208336,205521
20200206,마포구,294914,303432
20200206,서대문구,33674,32598
20200206,서초구,152283,155055
20200206,성동구,155110,158458
20200206,성북구,108203,102033
20200206,송파구,219732,217772
20200206,양천구,77663,78502
20200206,영등포구,287378,292908
20200206,용산구,97715,99657
20200206,은평구,169652,162522
20200206,종로구,245767,247189
20200206,중구,307750,314056
20200206,중랑구,73651,72347
20200207,강남구,634256,670356
20200207,강동구,161619,156993
20200207,강북구,84230,81718
20200207,강서구,252713,241432
20200207,관악구,127937,121345
20200207,광진구,136959,136809
20200207,구로구,216689,216582
20200207,금천구,98050,100650
20200207,노원구,201145,197055
20200207,도봉구,67344,65884
20200207,동대문구,101496,99009
20200207,동작구,221034,218141
20200207,마포구,308439,325405
20200207,서대문구,35453,34069
20200207,서초구,164983,170811
20200207,성동구,161215,164423
20200207,성북구,112525,104261
20200207,송파구,230060,227675
20200207,양천구,83046,83286
20200207,영등포구,299504,304113
20200207,용산구,106984,111022
20200207,은평구,176088,167565
20200207,종로구,254908,258523
20200207,중구,315202,322583
20200207,중랑구,77816,75397
20200208,강남구,354680,368393
20200208,강동구,102284,100106
20200208,강북구,58994,56036
20200208,강서구,154922,149571
20200208,관악구,91431,86245
20200208,광진구,104709,105638
20200208,구로구,137779,137156
20200208,금천구,34316,34658
20200208,노원구,139125,136423
20200208,도봉구,48747,48497
20200208,동대문구,72993,71061
20200208,동작구,156622,155760
20200208,마포구,233825,246532
20200208,서대문구,23825,23325
20200208,서초구,123755,126093
20200208,성동구,92727,93737
20200208,성북구,72836,66759
20200208,송파구,136976,133936
20200208,양천구,51899,51060
20200208,영등포구,161992,164644
20200208,용산구,74926,80046
20200208,은평구,112479,108876
20200208,종로구,171838,174914
20200208,중구,165004,165795
20200208,중랑구,54323,52486
20200209,강남구,219830,222974
20200209,강동구,74616,74166
20200209,강북구,45243,43312
20200209,강서구,114018,112371
20200209,관악구,67572,66191
20200209,광진구,78982,78870
20200209,구로구,96335,96006
20200209,금천구,23516,24033
20200209,노원구,104334,102613
20200209,도봉구,39098,38695
20200209,동대문구,52744,52098
20200209,동작구,110953,112744
