﻿﻿﻿﻿일시,시간대구분,자치구,총생활인구수,남자미성년자,남자청년,남자중년,남자노년,여자미성년자,여자청년,여자중년,여자노년
20200101,12,관악구,498393.4887,29123.3216,105340.18770000001,82576.2404,31034.4625,28417.099000000002,96730.37400000001,81171.3236,44000.4789
20200101,12,서초구,501581.4239,41137.335,72634.95869999999,93479.6522,31824.7341,42899.1644,78876.93699999999,95484.82500000001,45243.8143
20200101,12,강남구,678426.0712,59044.558399999994,103914.6629,122424.01710000001,39360.2825,58645.3674,113893.99239999999,125863.0613,55280.1244
20200101,12,송파구,762109.0319,64804.1302,113437.39129999999,134392.6071,45244.4454,66601.2144,123761.1848,149639.61729999998,64228.451400000005
20200101,12,강동구,488696.2735,43770.2975,66346.5596,91291.1124,33910.407,37884.8716,68058.8619,98675.09210000001,48759.0659
20200102,0,종로구,204307.6142,13140.2351,33361.867,38636.548599999995,15170.3938,12316.2825,31690.721599999997,38165.812099999996,21825.7519
20200102,0,중구,153762.4463,7536.0687,26681.2395,30554.8243,10964.9789,8279.3622,27049.3037,28147.845200000003,14548.826000000001
20200102,0,용산구,258305.8916,16418.116,44075.2008,48280.015,15691.0644,16057.7752,46394.4346,47098.7141,24290.5709
20200102,0,성동구,336951.7635,24441.853000000003,54550.621,61154.740900000004,20133.9581,24236.6547,59162.435,62312.23269999999,30959.271800000002
20200102,0,광진구,388873.5701,28593.259900000005,66615.93749999999,67518.312,22018.4752,27778.030100000004,72652.46119999999,72025.25820000001,31671.8363
20200102,0,동대문구,360405.1429,24246.071,59172.0259,63634.5723,25827.759000000002,23696.4739,61997.753300000004,63651.663199999995,38178.831099999996
20200102,0,중랑구,398089.7946,28573.0568,56644.9442,75171.1222,28783.2496,27387.8354,59722.8904,79632.3175,42174.3824
20200102,0,성북구,458265.1763,38905.827900000004,64812.82919999999,79624.33469999999,30627.165200000003,37094.432700000005,72342.1394,86448.5906,48409.845400000006
20200102,0,강북구,338435.4792,24082.923199999997,44229.1982,61334.028900000005,27869.6473,22997.196099999997,47246.5723,67265.5167,43410.3993
20200102,0,도봉구,304910.8232,23781.6082,38842.843199999996,56522.5786,24450.181099999998,21186.6123,41340.1175,63067.0977,35719.7831
20200102,0,노원구,575511.0383,55142.4515,72872.7498,104044.137,37632.2135,51432.447,77345.9295,117843.4452,59197.668
20200102,0,은평구,498766.9723,41205.5261,67233.7343,88971.4632,34362.5363,38116.1908,74007.4301,100484.3767,54385.7137
20200102,0,서대문구,357497.047,25058.5425,55007.62440000001,61921.5918,22562.0495,25450.7618,65518.1948,66192.0594,35786.2169
20200102,0,마포구,433721.6698,31310.535300000003,73583.0934,73494.36290000001,23211.561999999998,31598.299699999996,87521.3695,77893.9704,35108.4818
20200102,0,양천구,433888.0306,45152.436,52626.3342,82806.02429999999,26735.8024,41495.2281,58031.6357,88301.217,38739.353
20200102,0,강서구,571635.9227,44140.1455,89860.1028,99769.1788,37082.1336,43596.9593,97895.7636,106655.88100000001,52635.756400000006
20200102,0,구로구,403013.545,30225.8054,60646.4724,77772.5903,27042.8027,30979.816799999997,62719.7797,76550.7283,37075.5506
20200102,0,금천구,208838.0484,12367.1134,36498.458099999996,40868.8702,14420.889200000001,12771.4108,33320.6588,39740.3456,18850.2993
20200102,0,영등포구,406410.7706,27401.4888,69248.1146,75812.2103,26278.216500000002,25888.6105,72052.7486,73820.17550000001,35909.212100000004
20200102,0,동작구,432740.807,29170.8359,76042.80159999999,71661.4832,28409.7726,30009.326,76693.3413,78610.2022,42143.042700000005
20200102,0,관악구,540256.8209,29597.8088,117622.6319,85847.1965,33024.9275,28320.161,112491.33339999999,86288.09969999999,47064.6583
20200102,0,서초구,483630.3144,40850.1432,67145.62030000001,91317.5319,30451.6206,42965.8312,74206.432,93911.8535,42781.2775
20200102,0,강남구,651961.4226,58431.9835,95403.5902,120839.1687,38522.181800000006,55795.614199999996,105762.41219999999,123753.4623,53453.0049
20200102,0,송파구,764249.1323,64946.776,111540.3413,138385.7696,46137.138699999996,64082.6241,123630.3659,150849.6664,64676.452399999995
20200102,0,강동구,530598.9852,47657.3897,70760.1563,99417.2675,36590.07,41435.2736,75873.1128,107930.0015,50935.7141
20200102,12,종로구,420718.5882,16030.875100000001,73473.5259,94324.9338,31007.0061,16275.2963,77665.2965,78905.8494,33035.8014
20200102,12,중구,463140.5196,11363.1642,84105.7877,111838.6676,27718.6367,12122.7441,96308.9204,88869.5176,30813.0801
20200102,12,용산구,328207.6013,17905.4102,57971.130300000004,65236.13310000001,20067.9124,16727.5441,63125.90639999999,59764.0484,27409.518799999998
20200102,12,성동구,366295.4078,24343.177799999998,61827.2391,70137.0603,21744.0928,24259.648699999998,64772.814699999995,66894.4941,32316.882700000002
20200102,12,광진구,340217.6401,27538.6311,52667.431699999994,57066.9304,21141.7064,27870.285799999998,56883.3193,65826.3211,31223.0126
20200102,12,동대문구,357893.6561,23739.89,53300.904800000004,64085.4179,30258.1662,23182.591399999998,55335.0827,65232.0038,42759.5982
20200102,12,중랑구,318094.5001,27252.1192,37715.447199999995,56397.234000000004,24842.589500000002,25857.0154,40553.9776,67519.3264,37956.7973
20200102,12,성북구,391191.4028,38244.966499999995,52713.571800000005,60214.277,26817.5181,35927.457500000004,59012.7244,73526.1405,44734.7573
20200102,12,강북구,272227.6819,21794.7413,30369.909099999997,44909.0166,23618.426,21353.7702,33621.3138,57095.31570000001,39465.192500000005
20200102,12,도봉구,250961.1052,23892.5643,27579.2913,40926.2478,21907.2756,20245.7543,29953.1264,52464.5461,33992.3023
20200102,12,노원구,479285.5799,55078.683600000004,54701.6974,70244.8936,33112.9682,51424.0398,60372.84640000001,99732.88939999999,54617.5655
20200102,12,은평구,386825.6931,39918.2035,43427.4651,59738.907199999994,28976.122000000003,36123.334,50002.437099999996,79535.4568,49103.75659999999
20200102,12,서대문구,394364.1799,25915.1271,61582.8778,67575.4731,23368.0625,26388.8577,80542.03460000001,72355.1711,36636.581399999995
20200102,12,마포구,502367.2918,31122.3981,89308.67559999999,88437.90439999998,24827.973100000003,33965.9445,109978.54759999999,87337.76969999999,37388.0832
20200102,12,양천구,371800.9975,45559.0627,40971.1829,59075.159199999995,23440.5851,42049.0769,46950.07460000001,76798.5358,36957.3216
20200102,12,강서구,516673.6373,43000.5815,77460.117,92395.4017,32405.6595,42497.058000000005,83536.4522,96878.5153,48499.853899999995
20200102,12,구로구,399318.5368,29675.914,63077.432100000005,77654.17919999998,26210.6249,29516.420000000002,63157.5795,73940.4868,36085.9021
20200102,12,금천구,264656.233,12888.483,52967.5603,60353.2055,14673.793300000001,13235.861600000002,44931.7585,46974.4744,18631.0979
20200102,12,영등포구,564027.4004,27476.086199999998,102068.6703,125630.96299999999,32815.051,27047.363699999998,104460.3594,102050.25929999998,42478.65
20200102,12,동작구,363835.5557,28042.172599999998,61307.6985,53992.826400000005,24593.9743,29326.6941,60990.6886,66152.5417,39428.9614
20200102,12,관악구,424627.1723,28744.1602,81749.9406,67918.4814,28919.7845,27557.2399,75110.9566,72137.2436,42489.3652
20200102,12,서초구,733200.9702,43936.643200000006,125326.4688,146466.84840000002,39474.983,47913.1593,141360.8935,132504.2655,56217.712100000004
20200102,12,강남구,1120632.1052,66130.3507,209653.2775,212183.1833,49740.4467,69020.1662,253308.90589999998,188179.1188,72416.6662
20200102,12,송파구,784580.116,68160.2369,112109.9689,136818.24370000002,45949.4102,69201.8748,127530.5109,156772.3933,68037.4816
20200102,12,강동구,452041.3832,45385.86,54393.7658,76000.6091,33590.7869,39835.86,59108.2975,95051.0732,48675.1234
20200103,0,종로구,214654.3284,13640.7864,35203.5816,41752.6121,15594.860499999999,12860.3843,33564.1481,40055.4239,21982.5284
20200103,0,중구,176995.3067,8099.8105000000005,32272.188800000004,36118.6065,11675.1275,8887.1613,32098.327899999997,32136.467099999998,15707.6174
20200103,0,용산구,261490.9698,16090.766099999999,44971.3209,48679.981199999995,16161.3611,15984.6675,47537.0003,47571.818,24494.0574
20200103,0,성동구,339700.3063,24560.0994,55340.3406,61170.00320000001,20049.594100000002,24358.163,60147.4418,62976.500400000004,31098.165999999997
20200103,0,광진구,387556.9982,28438.0974,65739.5684,66430.2362,21895.9849,27939.1049,73317.4596,72166.7242,31629.8213
20200103,0,동대문구,361775.3719,24747.062599999997,59405.7735,63195.3927,25593.0501,23949.7497,62490.658299999996,64095.8234,38297.8607
20200103,0,중랑구,391720.4491,28401.932399999998,55090.4056,72657.6325,28586.6735,27365.1768,58992.983700000004,79034.3841,41591.258
20200103,0,성북구,455894.0489,39216.1423,63981.1933,77346.22660000001,30540.907,37686.4062,72852.8534,85896.5117,48373.8056
20200103,0,강북구,334899.9839,24213.1441,43049.5835,59320.426499999994,27757.3385,23057.311,47053.957500000004,66989.5646,43458.662
20200103,0,도봉구,300039.9655,23242.2475,37265.6811,54754.924100000004,24295.4474,21259.7851,41055.4926,62827.918099999995,35338.4647
20200103,0,노원구,571072.6085,55533.5251,71742.9095,100696.23610000001,37105.8091,51820.5612,77637.0527,117730.62300000002,58805.8944
20200103,0,은평구,492947.6782,41200.4857,65095.3717,86501.0626,33987.962100000004,38313.3316,73830.4015,99954.6766,54064.3869
20200103,0,서대문구,361548.5448,25451.3422,55999.6959,61926.0423,22665.122600000002,25632.965799999998,67833.4002,66510.2181,35529.7614
20200103,0,마포구,441451.7331,31295.4159,76340.3724,74658.1455,23248.6077,31580.276100000003,90342.16010000001,78860.1057,35126.646199999996
20200103,0,양천구,430441.7389,45561.4715,51621.8979,80800.81809999999,26633.7243,41429.0502,57799.167700000005,88044.7769,38550.8349
20200103,0,강서구,570334.0342,44425.2006,88790.9603,98726.3845,37069.806899999996,43443.7586,97906.8935,107178.7211,52792.3085
20200103,0,구로구,401148.3599,30140.5737,60283.9982,76348.70490000001,26944.5589,30306.826,63194.3907,76786.9803,37142.3254
20200103,0,금천구,209319.066,12487.8983,36484.5032,41052.067800000004,14304.1289,12993.375100000001,33408.09789999999,39740.871100000004,18848.1233
20200103,0,영등포구,412802.3443,26864.763099999996,70897.3516,78594.6594,26173.070999999996,25762.9341,73781.1493,74861.2836,35867.1331
20200103,0,동작구,433229.8417,29517.154800000004,75859.7272,70394.1988,28251.5169,30560.050900000002,78023.04879999999,78388.6664,42235.4792
20200103,0,관악구,539780.0852,29541.6159,117287.9373,84778.2996,32422.0587,28633.845400000002,114051.9123,86314.50839999999,46749.9086
20200103,0,서초구,500368.2504,41489.5343,70774.3733,95453.13059999999,30684.8805,43573.1088,78082.5147,96584.6993,43726.0094
20200103,0,강남구,690486.4624,59649.1664,105771.961,131079.5651,39091.6727,57597.8122,114685.41260000001,127987.3144,54623.5612
20200103,0,송파구,771472.5524,65227.744699999996,111869.94579999999,140685.9267,46209.5953,64942.5333,124825.09479999999,152450.8346,65260.8693
20200103,0,강동구,526010.9882,47802.82,69412.6137,96874.11069999999,35902.6559,41565.7804,75372.8104,107936.4405,51143.7606
20200103,12,종로구,430493.3278,15721.945,74819.4467,95868.4885,32618.812700000002,17271.9722,79689.12180000001,80539.4855,33964.0543
20200103,12,중구,469698.5018,10756.379100000002,84581.28,111545.1005,28842.9329,12559.011999999999,97690.60829999999,90466.95289999999,33256.2374
20200103,12,용산구,331642.2304,17525.5281,58111.693799999994,66168.2277,19981.1187,17739.220699999998,64282.577900000004,60232.58389999999,27601.2806
20200103,12,성동구,367379.7587,25124.4985,62184.123,69596.9891,21820.9711,24469.4189,65081.0853,67322.9903,31779.6874
20200103,12,광진구,339901.4453,28004.896800000002,52487.7003,56404.3213,21251.1938,27984.4604,57446.6558,65307.6197,31014.595699999998
20200103,12,동대문구,358013.86,23495.8437,53548.7244,64023.8803,29901.499799999998,23215.2092,55472.67140000001,65707.8955,42648.1367
20200103,12,중랑구,314887.4788,27216.467299999997,37554.327699999994,55163.5393,24122.6993,25910.956700000002,40021.1966,67394.5944,37503.6996
20200103,12,성북구,390951.0619,38232.3823,53003.7741,59593.9076,25763.8371,36268.592,59471.0331,73439.2609,45178.282300000006
20200103,12,강북구,271040.2072,21810.9326,30251.0711,44243.0138,23287.6085,21457.242700000003,33641.3045,56860.207800000004,39488.8283
20200103,12,도봉구,248521.3958,23088.3465,27086.328299999997,40398.040400000005,21621.122499999998,20281.2064,29769.858,52180.200899999996,34096.2843
20200103,12,노원구,477849.1554,55246.5631,55248.6011,69783.0179,32596.5186,51013.9142,61070.1432,98790.2168,54100.1797
20200103,12,은평구,382808.7349,39438.3543,43023.934700000005,58864.236800000006,28571.483,35618.288,49760.5616,78762.175,48769.6993
20200103,12,서대문구,392460.7864,25753.7795,62742.147,65995.7767,22661.9242,25490.1758,81644.8167,71280.7232,36891.4449
20200103,12,마포구,504281.7339,31333.7327,90271.2601,87021.4864,24922.255400000002,34378.056300000004,112245.9165,87473.0546,36635.9715
20200103,12,양천구,370054.2298,46203.7133,40182.8981,58786.22729999999,22808.0835,42188.330200000004,46505.8809,76529.2266,36849.859
20200103,12,강서구,515438.7716,43042.119999999995,77301.0816,91883.4766,32651.3064,42120.7889,83106.84109999999,96978.36009999999,48354.7938
20200103,12,구로구,394029.3279,28989.5196,62484.7555,75846.85369999999,25794.2356,29531.768500000002,62997.1425,72726.3176,35658.739
20200103,12,금천구,262684.7533,13177.092,52047.6655,59099.939900000005,14514.3194,13507.031,44924.7264,46967.5178,18446.4648
20200103,12,영등포구,566128.4617,28185.727699999996,101354.6096,124535.30180000002,33190.0676,27323.1204,104746.89910000001,103765.44140000001,43027.286
20200103,12,동작구,363692.8137,28477.506800000003,61796.829,53574.31940000001,24715.393900000003,28371.100300000002,62175.057,65551.1829,39031.422399999996
20200103,12,관악구,425780.5656,28664.5452,83236.37030000001,66950.3959,28637.067799999997,27676.6939,76416.0166,72290.7613,41908.7213
20200103,12,서초구,736805.4275,44572.9589,124468.9987,147101.71050000002,40374.4448,48857.0298,142205.2825,132679.0725,56545.9347
20200103,12,강남구,1138396.6523,68102.85070000001,211236.1998,214055.164,50940.3499,70167.9409,259123.4842,191714.6037,73056.0577
20200103,12,송파구,782724.1686,67871.9427,110753.10399999999,136109.2724,45485.5727,69667.10519999999,127020.80900000001,157652.8876,68163.47810000001
20200103,12,강동구,454276.252,46543.158299999996,54928.1011,76484.9322,33417.1042,39517.2861,59886.8851,94899.6455,48599.145000000004
20200104,0,종로구,219871.1906,13381.66,37786.2715,42391.5649,15429.6418,12931.3805,35276.8785,40508.3528,22165.4359
20200104,0,중구,181600.1278,8022.162699999999,33803.844,36981.8958,11733.146700000001,8858.3545,33186.5979,32969.0997,16045.024300000001
20200104,0,용산구,273541.7558,16568.725599999998,50539.35799999999,50280.2713,15866.9418,16347.7549,51426.0404,47813.353899999995,24699.3058
20200104,0,성동구,338342.6344,24782.6746,55153.505300000004,61399.89229999999,20168.2516,23946.0312,59622.9559,62380.0223,30889.3047
20200104,0,광진구,390346.1765,29160.3677,67189.275,66800.7473,21771.5214,28101.3143,73635.5478,72107.47,31579.9332
20200104,0,동대문구,359175.6115,23935.9309,58944.582200000004,63662.891599999995,25647.9182,23787.447099999998,61541.5681,63732.3495,37922.9265
20200104,0,중랑구,389915.0995,28641.8427,54270.841,72842.1879,28575.183,26921.817000000003,57674.2676,78969.5577,42019.4026
20200104,0,성북구,453063.2349,38839.6228,63090.8242,77190.562,30334.961499999998,38135.4882,71630.4175,85502.89229999999,48338.4687
20200104,0,강북구,333605.255,24040.1633,43170.59910000001,59503.808399999994,27476.9978,22805.8594,46981.10140000001,66636.2828,42990.450500000006
20200104,0,도봉구,298192.0168,23428.5327,36984.2378,54297.124899999995,24017.2153,21066.4392,40380.0445,62486.057,35532.3682
20200104,0,노원구,570886.8371,55600.1256,72052.3327,101780.30309999999,37208.2406,51656.5344,76802.1851,117104.4353,58682.6714
20200104,0,은평구,488662.0043,40909.3243,64614.3048,85884.4136,34122.1406,37929.6656,72639.1,99062.71919999999,53500.3361
20200104,0,서대문구,359896.3262,25385.2149,56228.0371,61884.9962,22786.574099999998,25577.511100000003,66227.3734,66557.04,35249.5771
20200104,0,마포구,454360.7337,31750.9109,82546.8958,75680.05709999999,23173.9074,31898.6601,95065.0766,78845.6229,35399.6036
20200104,0,양천구,426498.9018,45195.9342,51014.9446,80692.60509999999,26374.020599999996,41146.427299999996,56675.2135,87282.8864,38116.8692
20200104,0,강서구,567832.5038,44498.873900000006,88340.50690000001,98962.3478,36703.4399,43277.5537,96542.8879,106668.8903,52838.0027
20200104,0,구로구,401303.3998,29387.6275,60815.1063,76388.7982,27183.1096,30711.760799999996,62617.6663,77057.66859999999,37141.6712
20200104,0,금천구,208647.3097,12720.503100000002,35946.6883,41198.0218,14087.606899999999,13187.5267,32614.6498,39947.6322,18944.6876
20200104,0,영등포구,415517.8897,27143.0173,71700.93699999999,78667.09610000001,26767.082799999996,26268.4564,73938.8977,75009.6956,36022.6979
20200104,0,동작구,428295.1212,29249.359599999996,75340.1255,69850.55249999999,28061.1016,30160.761000000002,76190.2507,77417.2767,42025.69
20200104,0,관악구,537465.1237,29491.686500000003,116731.797,84696.8315,32586.0763,28783.8425,111791.4673,86499.4811,46883.938299999994
20200104,0,서초구,505787.0278,41219.500199999995,75175.59580000001,95633.72769999999,30652.983799999998,43594.9813,80276.0613,95970.5725,43263.6132
20200104,0,강남구,701744.6451,59818.0241,110144.9916,132623.2688,39121.028699999995,57631.6354,119765.5685,128011.0493,54629.0836
20200104,0,송파구,769173.3022,64814.574799999995,111751.9284,141242.798,46358.010500000004,65119.1466,123096.4295,151854.43450000003,64935.980800000005
20200104,0,강동구,524978.3026,47372.5699,69713.1146,97328.4565,35855.8881,41727.3185,74673.8968,107592.7391,50714.3186
20200104,12,종로구,342095.0546,17716.0154,50006.982299999996,64979.69469999999,35915.2948,17425.4599,53246.5372,67198.4126,35606.6581
20200104,12,중구,308904.976,12280.3786,47057.64720000001,62525.28660000001,26762.159200000002,13396.4493,52869.1749,63203.71310000001,30810.167800000003
20200104,12,용산구,309187.9909,18843.0936,53387.99339999999,56313.8741,19592.9526,19269.5075,58903.2977,55075.606,27801.6697
20200104,12,성동구,342829.8224,24404.391,57187.5388,62353.0093,21070.5657,24471.159100000004,60083.405699999996,62205.1659,31054.583
20200104,12,광진구,381533.6174,28717.0314,65892.2601,64196.1425,21500.6939,28435.389199999998,70925.8629,70389.06270000001,31477.173199999997
20200104,12,동대문구,365642.3548,22821.8065,57506.269,65714.1207,30032.5012,23216.4614,57804.764599999995,64696.1363,43850.2861
20200104,12,중랑구,351148.7059,27581.1984,48907.376,64011.0434,25002.328400000002,25547.243499999997,49920.2291,71195.5853,38983.6981
20200104,12,성북구,416516.666,36962.3391,60303.8782,69650.3186,26363.9335,35903.143,65652.7325,76849.70950000001,44830.6122
20200104,12,강북구,296595.6025,22397.112399999998,37025.94989999999,51655.269400000005,24195.1796,20828.269099999998,40072.2698,60101.0637,40320.4885
20200104,12,도봉구,278107.1466,22565.0925,34718.5751,49288.7187,24137.5398,19415.5461,36305.0798,57120.6192,34555.9774
20200104,12,노원구,530689.2966,55106.8448,67876.1396,89730.7026,33197.8321,49925.8211,71892.0581,107568.8987,55390.9952
20200104,12,은평구,436473.6223,38561.1243,57817.6938,74084.9454,29932.7915,35733.8624,62862.7453,87448.6763,50031.789699999994
20200104,12,서대문구,361370.2224,25424.783900000002,57692.381700000005,60980.8659,21981.425499999998,25046.2922,68872.32669999999,66019.4954,35352.6523
20200104,12,마포구,474226.8837,32562.5607,83004.75690000001,77336.7662,23622.8205,36795.6813,103378.1102,81625.6548,35900.5351
20200104,12,양천구,405314.6811,46118.6253,50023.5589,72118.75080000001,23097.6277,42327.0665,54283.96920000001,81796.5898,35548.4902
20200104,12,강서구,533886.5903,42956.743,83617.9535,93665.97260000001,33178.981,41095.544,89842.5626,100315.5411,49213.287299999996
20200104,12,구로구,393482.9457,28659.9804,59813.6525,71894.4264,26202.375399999997,35050.4579,61367.1081,74058.0414,36436.903399999996
20200104,12,금천구,204957.5816,13019.9413,35822.9782,41433.4992,13185.3586,12654.1687,30875.9457,39899.4188,18066.2656
20200104,12,영등포구,469077.1746,28864.4434,78523.6398,91639.08099999999,31213.427900000002,28809.5784,81661.5484,87472.16709999999,40893.2917
20200104,12,동작구,398298.6423,28336.612699999998,72417.6513,62809.443,25595.1092,28340.3263,71620.4059,69751.9754,39427.118800000004
20200104,12,관악구,487300.9931,28398.927799999998,104764.09689999999,76838.7958,30217.146099999998,28161.4216,96602.32819999999,78635.4167,43682.8594
20200104,12,서초구,624291.8746,45554.3946,93535.9423,114325.54139999999,35971.3683,51767.4676,111021.1337,121123.8989,50992.123900000006
20200104,12,강남구,883401.8088,72763.03319999999,137769.8945,155309.34749999997,45242.8807,77587.27620000001,169779.2165,163438.43699999998,61511.7338
20200104,12,송파구,790693.7776,67976.55919999999,116890.2542,136779.1342,44079.6988,71413.7648,130830.72399999999,156850.0185,65873.6218
20200104,12,강동구,483423.9609,43979.4106,65255.8618,87566.85119999999,32947.5919,38723.3723,68282.34479999999,98409.83260000001,48258.6976
20200105,0,종로구,217378.8663,13494.579000000002,37571.118599999994,41056.36,15335.7088,12740.9849,35244.2293,39937.989799999996,21997.8992
20200105,0,중구,165124.8182,8399.3604,29188.307399999998,32357.567399999996,11000.8693,8890.232800000002,30361.326999999997,29898.6197,15028.5363
